Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:36:53:592,Quaker Bot Fast Strafes,LG,11.401s,249,50,0.201,300,1494,0.201,false
2,15:37:07:101,Quaker Bot Fast Strafes,LG,13.225s,255,50,0.196,300,1530,0.196,false
3,15:37:19:546,Quaker Bot Fast Strafes,LG,12.162s,230,50,0.217,300,1380,0.217,false
4,15:37:33:990,Quaker Bot Fast Strafes,LG,14.169s,275,50,0.182,300,1650,0.182,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1136,232,1392.0,6816.0,

Kills:,4
Deaths:,0
Fight Time:,50.957001
Avg TTK:,12.739
Damage Done:,1392.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,852.845032
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,1.0.7.2

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Apex Legends
Horiz Sens:,3.0
Vert Sens:,3.0
FOV:,104.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
